net,length_um
_12734_,35.02
_07858_,35
_09701_,35
_10031_,35
count_cycle\[40\],34.975
_04519_,34.96
_07583_,34.96
irq_mask\[5\],34.95
_10110_,34.94
net599,34.94
_13706_,34.9
_07328_,34.86
_02755_,34.84
_05023_,34.84
_09439_,34.84
_13780_,34.84
cpuregs\[8\]\[15\],34.84
_13998_,34.82
_05102_,34.8
_10189_,34.8
decoded_rs1\[1\],34.8
instr_slti,34.785
_09201_,34.78
_11401_,34.78
_00085_,34.765
_04553_,34.76
_11550_,34.74
_12366_,34.735
_06351_,34.72
_09316_,34.72
_12411_,34.72
_07405_,34.7
_13583_,34.695
_02535_,34.68
_12606_,34.675
_07219_,34.66
_12391_,34.66
_12573_,34.64
_04367_,34.62
_04166_,34.6
_14141_,34.6
count_cycle\[47\],34.6
_12874_,34.58
_07420_,34.56
_13149_,34.56
reg_pc\[6\],34.56
_11070_,34.52
_14027_,34.52
_06688_,34.495
_12039_,34.48
_02873_,34.46
_01664_,34.42
_07678_,34.42
_04760_,34.4
_01822_,34.38
_09865_,34.38
_02669_,34.36
_01099_,34.345
_10014_,34.34
_01681_,34.32
_02109_,34.32
_06960_,34.32
_01712_,34.3
_04256_,34.3
_14511_,34.3
cpuregs\[8\]\[16\],34.3
_12714_,34.28
_03112_,34.26
_10257_,34.26
alu_out\[23\],34.24
_04868_,34.22
_11097_,34.2
_01752_,34.14
_02033_,34.14
_13139_,34.12
_14739_,34.1
_02118_,34.08
_03789_,34.06
_06471_,34.04
_04969_,34.02
_09440_,34.02
count_instr\[48\],34.02
_05053_,33.98
_07607_,33.96
_09929_,33.96
_10043_,33.96
_12009_,33.92
_12599_,33.92
_13102_,33.92
genblk1.pcpi_mul.rs2\[8\],33.915
_12027_,33.9
_02300_,33.86
alu_add_sub\[4\],33.86
_08153_,33.84
_13378_,33.82
genblk1.pcpi_mul.rd\[1\],33.8
_09721_,33.78
cpuregs\[8\]\[3\],33.78
count_instr\[25\],33.76
_10044_,33.74
_14217_,33.72
_14316_,33.72
_13778_,33.7
_02894_,33.69
_09560_,33.66
_01926_,33.65
_01538_,33.64
_03253_,33.64
_11771_,33.64
_03569_,33.62
_06862_,33.62
_12678_,33.62
_03110_,33.6
_03295_,33.6
_11378_,33.6
alu_add_sub\[22\],33.56
_02722_,33.54
_03007_,33.54
_14541_,33.52
_02492_,33.5
_05175_,33.5
_09250_,33.5
count_cycle\[19\],33.5
_02475_,33.44
_02344_,33.42
_09319_,33.42
_10388_,33.42
_06706_,33.4
_11372_,33.4
_13776_,33.38
_01300_,33.36
_09258_,33.34
reg_out\[29\],33.34
_02921_,33.32
_12540_,33.32
_03403_,33.3
_07421_,33.3
_12011_,33.3
_13616_,33.3
net467,33.3
_08231_,33.28
_02185_,33.26
_06338_,33.24
_03137_,33.22
_05377_,33.22
_11661_,33.22
_14026_,33.22
count_instr\[39\],33.2
_02867_,33.18
_04223_,33.18
_00728_,33.165
net381,33.16
net385,33.16
_06818_,33.12
_13905_,33.1
_12091_,33.09
_13707_,33.08
cpuregs\[11\]\[0\],33.08
_11742_,33.06
_13228_,33.06
_13664_,33.04
_06945_,33.02
mem_rdata_q\[1\],33.02
_09571_,32.98
_14318_,32.98
_07729_,32.97
_07698_,32.96
_10198_,32.96
reg_pc\[29\],32.96
_04593_,32.94
_07318_,32.935
_03200_,32.92
_14759_,32.92
alu_add_sub\[21\],32.92
_10093_,32.9
_01928_,32.88
_13305_,32.88
_07671_,32.86
_09447_,32.86
_07493_,32.84
_02149_,32.82
_03542_,32.82
_04300_,32.82
_12489_,32.82
_14686_,32.8
_02980_,32.78
_11355_,32.78
_14430_,32.78
_02919_,32.77
_01644_,32.76
_12999_,32.76
_10963_,32.74
_02301_,32.72
_03536_,32.72
_10725_,32.72
cpuregs\[13\]\[11\],32.72
_02710_,32.7
_04972_,32.7
_06786_,32.7
_13324_,32.68
count_instr\[46\],32.68
_03439_,32.67
count_cycle\[44\],32.67
_02975_,32.66
_06813_,32.66
_12484_,32.66
_14574_,32.64
_05212_,32.62
_07102_,32.62
_07313_,32.62
_15082_,32.605
_14668_,32.6
_13010_,32.54
_12957_,32.5
_09962_,32.48
instr_and,32.48
_12619_,32.46
count_instr\[21\],32.46
_02852_,32.45
cpuregs\[5\]\[31\],32.44
_07172_,32.42
_13543_,32.42
_14269_,32.42
_03954_,32.4
_04853_,32.4
_09303_,32.4
reg_pc\[14\],32.4
_02263_,32.38
net1268,32.36
_05113_,32.34
_09365_,32.34
_14532_,32.34
_04206_,32.32
_05247_,32.32
_04480_,32.3
_04556_,32.28
_04686_,32.28
_09648_,32.28
_12655_,32.26
_12752_,32.26
_07114_,32.24
_11151_,32.24
_13127_,32.23
_05032_,32.225
_02509_,32.2
_01651_,32.18
_02324_,32.18
_08144_,32.18
_08730_,32.18
_10340_,32.18
_14780_,32.18
_06561_,32.16
_12475_,32.16
_11730_,32.12
_13887_,32.12
_04460_,32.1
_13295_,32.1
_14386_,32.1
_04578_,32.08
alu_out\[28\],32.08
_00028_,32.065
_07470_,32.06
_07943_,32.055
_02729_,32.04
_10504_,32.04
_12677_,32.04
_14368_,32.04
_06583_,32.02
_10202_,32.02
cpuregs\[1\]\[12\],32.02
_07486_,32
_13772_,32
alu_add_sub\[8\],32
_03534_,31.98
_03013_,31.96
_07584_,31.96
_10026_,31.94
_00084_,31.9
_10865_,31.9
_12876_,31.9
cpuregs\[15\]\[16\],31.9
_02912_,31.88
_11081_,31.88
alu_shl\[19\],31.865
_05069_,31.86
_09819_,31.84
_13155_,31.84
_09139_,31.83
_05313_,31.82
_12439_,31.82
_03961_,31.8
_11285_,31.78
_14611_,31.78
_06947_,31.76
_02948_,31.74
_12336_,31.74
_09820_,31.73
_12151_,31.7
decoded_imm\[2\],31.7
_02160_,31.68
_02709_,31.66
_03641_,31.66
_05042_,31.64
_13768_,31.64
_13985_,31.64
_09409_,31.62
_04522_,31.6
_02940_,31.58
_04990_,31.58
_09526_,31.56
count_instr\[10\],31.56
_04781_,31.54
_04992_,31.54
count_cycle\[7\],31.5
_08407_,31.48
_13756_,31.46
_14134_,31.46
_14446_,31.46
_04276_,31.42
_12891_,31.4
alu_shl\[8\],31.385
_04699_,31.36
_03416_,31.345
_13655_,31.34
_04646_,31.33
_11793_,31.33
_14682_,31.32
_15037_,31.32
cpuregs\[0\]\[4\],31.32
timer\[16\],31.32
_04447_,31.31
_11462_,31.3
_14789_,31.28
_05024_,31.25
count_cycle\[41\],31.25
_09979_,31.22
_11823_,31.2
_03594_,31.195
_13961_,31.195
_08924_,31.14
cpuregs\[15\]\[11\],31.14
_12523_,31.12
count_cycle\[42\],31.1
_07511_,31.08
_11559_,31.08
_13572_,31.06
_07021_,31.04
_07330_,31.04
_09187_,31.04
_12220_,31.04
_14736_,31.04
_03467_,31.02
_10065_,31.02
_10375_,31.02
_12281_,31.02
_12597_,31.02
_14007_,31.02
_07715_,31
clknet_leaf_177_clk,31
_04349_,30.96
_11223_,30.96
_10530_,30.94
_10721_,30.94
count_cycle\[27\],30.94
instr_sh,30.94
_15093_,30.935
_13297_,30.93
count_instr\[3\],30.91
_03919_,30.9
_10526_,30.9
_12355_,30.9
_14019_,30.9
_14909_,30.9
_11747_,30.86
_12632_,30.85
_07377_,30.84
_09906_,30.84
_12539_,30.84
_13009_,30.84
_04682_,30.8
_13962_,30.795
_13537_,30.79
_04770_,30.78
_12882_,30.78
_14565_,30.76
_15080_,30.745
_02336_,30.74
_07813_,30.74
_14431_,30.74
mem_wordsize\[2\],30.74
_14721_,30.72
_14256_,30.7
_12482_,30.68
_04170_,30.67
_01659_,30.66
_05085_,30.66
_11426_,30.66
_13554_,30.66
alu_out\[19\],30.6
_01840_,30.58
_02881_,30.58
_03073_,30.58
_07762_,30.58
_14129_,30.58
_07648_,30.56
_01857_,30.54
_08993_,30.54
_11583_,30.54
timer\[27\],30.54
_02994_,30.52
_14214_,30.52
_09789_,30.5
_14205_,30.48
_14853_,30.48
net502,30.48
_05184_,30.46
_09625_,30.46
_10296_,30.46
_12486_,30.46
_13464_,30.44
genblk1.pcpi_mul.rd\[31\],30.44
_14610_,30.42
_03665_,30.4
_09673_,30.38
_11194_,30.36
_12736_,30.36
cpuregs\[15\]\[23\],30.36
_03276_,30.35
_02051_,30.34
_11744_,30.34
_13380_,30.34
_13889_,30.32
latched_rd\[4\],30.32
_01515_,30.31
_02518_,30.3
_04703_,30.28
_06303_,30.28
_14810_,30.28
_11554_,30.24
_03776_,30.22
_07131_,30.22
_02600_,30.2
_11475_,30.2
_02189_,30.18
_02643_,30.16
_06887_,30.16
_13690_,30.16
reg_pc\[26\],30.16
_04588_,30.12
_08136_,30.12
_11352_,30.12
_12236_,30.12
net340,30.12
mem_rdata_q\[5\],30.1
_01923_,30.08
_14047_,30.08
_04321_,30.06
_04974_,30.06
_14051_,30.06
_02114_,30.04
_13561_,30.04
_13994_,30.04
_14579_,30.04
_03059_,30.02
_04370_,30.02
_06678_,30.02
_02449_,30
_10312_,30
_08944_,29.98
_09047_,29.98
_11897_,29.98
_12285_,29.98
_01585_,29.96
_02019_,29.96
_05436_,29.96
_10470_,29.96
_11826_,29.94
_13527_,29.94
_14139_,29.94
_14271_,29.93
_14225_,29.92
_09123_,29.9
_11961_,29.88
_01668_,29.86
_02442_,29.86
_15052_,29.845
_04796_,29.84
_12955_,29.84
_03492_,29.82
_03753_,29.82
_03914_,29.82
_05167_,29.82
_11748_,29.82
_02698_,29.8
_11375_,29.78
_13394_,29.78
_13397_,29.76
_12960_,29.755
_01672_,29.74
_03331_,29.74
_08795_,29.74
_01812_,29.7
_03009_,29.7
_04307_,29.7
_08613_,29.7
_12510_,29.7
_12733_,29.7
_14118_,29.7
_14664_,29.68
net1239,29.66
_01613_,29.64
_09144_,29.64
_12850_,29.64
_04851_,29.62
_10874_,29.62
_14278_,29.62
_04660_,29.6
_09616_,29.6
_12666_,29.6
_01638_,29.56
_09122_,29.53
_01835_,29.52
_01670_,29.5
count_cycle\[5\],29.5
_02840_,29.46
genblk1.pcpi_mul.shift_out,29.44
_08858_,29.42
_00604_,29.4
_14502_,29.38
cpuregs\[15\]\[15\],29.36
instr_ori,29.36
latched_rd\[1\],29.34
_13046_,29.32
reg_next_pc\[1\],29.31
_06600_,29.3
_12916_,29.3
_13761_,29.3
_10187_,29.28
_14253_,29.28
_05376_,29.26
net108,29.24
_08141_,29.235
_07158_,29.22
_01792_,29.2
_06456_,29.2
cpuregs\[8\]\[20\],29.2
_13164_,29.18
_03438_,29.16
_07018_,29.16
_11717_,29.14
_01732_,29.12
_07514_,29.12
_12620_,29.12
_14501_,29.12
count_cycle\[6\],29.1
_03283_,29.06
_02734_,29.04
clknet_leaf_118_clk,29.04
_08010_,29
_11624_,29
_12238_,29
clknet_leaf_126_clk,29
timer\[28\],28.94
_03661_,28.92
_12221_,28.915
_11634_,28.9
cpuregs\[11\]\[29\],28.9
cpuregs\[8\]\[5\],28.9
_11471_,28.895
_03259_,28.88
_06806_,28.88
_03414_,28.875
_12399_,28.86
_14375_,28.86
_02251_,28.84
_04353_,28.84
_07645_,28.84
_11313_,28.84
_13311_,28.84
_02119_,28.81
_10864_,28.78
_13140_,28.78
_12165_,28.77
_04927_,28.76
_12847_,28.76
cpuregs\[2\]\[31\],28.76
_03358_,28.74
_12016_,28.74
_13308_,28.74
_13646_,28.74
pcpi_timeout_counter\[0\],28.74
_12748_,28.72
_01603_,28.7
_04173_,28.7
cpuregs\[8\]\[29\],28.68
_01852_,28.66
_02904_,28.66
_03105_,28.66
_14468_,28.66
_03420_,28.64
_12872_,28.64
_13084_,28.64
_12147_,28.63
_05449_,28.62
_08405_,28.62
_08768_,28.62
_04266_,28.6
_03258_,28.56
clknet_leaf_48_clk,28.56
_05216_,28.54
_07006_,28.54
_15042_,28.54
_12507_,28.52
_14265_,28.52
_09480_,28.5
_13230_,28.5
_03090_,28.48
_09149_,28.48
_10488_,28.48
_05105_,28.46
_08360_,28.46
_08822_,28.46
count_cycle\[28\],28.46
net445,28.445
_02661_,28.44
_12340_,28.44
_04684_,28.42
_03662_,28.4
_04967_,28.4
_03422_,28.38
_09609_,28.38
_04994_,28.36
_10905_,28.36
_03322_,28.34
_04745_,28.34
_11720_,28.34
_12067_,28.34
reg_out\[17\],28.34
_05229_,28.32
_13929_,28.32
_07864_,28.3
_14363_,28.28
_14503_,28.26
_11207_,28.24
_09135_,28.22
_04736_,28.2
_07947_,28.2
_14864_,28.2
_00844_,28.185
_02842_,28.18
_11955_,28.16
_12815_,28.16
_03638_,28.14
_07212_,28.14
_13069_,28.14
_13626_,28.14
_05112_,28.12
_11050_,28.12
_13555_,28.12
_04432_,28.1
_12743_,28.1
_14310_,28.1
_04980_,28.06
_05178_,28.06
_07820_,28.06
_08027_,28.055
_03676_,28.04
_08765_,28.04
_10325_,28.04
_04802_,28.02
_13523_,28.02
_02765_,28
_04008_,27.98
_11079_,27.94
_13783_,27.93
_02902_,27.92
_08976_,27.92
_09254_,27.92
_09563_,27.92
_09836_,27.92
_04547_,27.9
_08282_,27.9
genblk1.pcpi_mul.rs2\[7\],27.9
mem_do_rinst,27.9
_04879_,27.88
_12873_,27.86
_03045_,27.84
_07119_,27.8
_08157_,27.8
count_cycle\[2\],27.8
decoded_rs1\[0\],27.8
_14846_,27.79
_07338_,27.78
_08169_,27.78
_13816_,27.78
_11996_,27.76
_13529_,27.76
_08842_,27.75
_13671_,27.74
cpuregs\[8\]\[12\],27.74
_15110_,27.725
_03591_,27.7
_06586_,27.7
_13073_,27.685
_05668_,27.68
_14021_,27.68
_14322_,27.675
_02146_,27.66
_10074_,27.66
_02402_,27.64
_05006_,27.64
_07241_,27.64
_02290_,27.62
_04515_,27.61
_11482_,27.6
count_cycle\[31\],27.6
_03332_,27.58
_06824_,27.58
_07204_,27.58
_09665_,27.575
_02725_,27.56
_11734_,27.56
_12266_,27.56
_14767_,27.55
_01773_,27.54
instr_bltu,27.54
_04856_,27.52
_07254_,27.505
_01627_,27.5
_03889_,27.5
_07570_,27.5
_04543_,27.48
_13691_,27.48
_05115_,27.47
_04752_,27.46
_01802_,27.44
_07408_,27.44
net350,27.44
_13954_,27.42
_04960_,27.415
_11623_,27.4
_10390_,27.38
_14196_,27.375
_11712_,27.36
_12282_,27.36
_12855_,27.36
_11921_,27.34
_14861_,27.34
_02742_,27.32
_07027_,27.32
_14200_,27.32
cpuregs\[5\]\[26\],27.32
_02697_,27.3
_03538_,27.3
_04242_,27.3
_14720_,27.3
cpuregs\[11\]\[11\],27.3
_04451_,27.28
_03670_,27.26
_10870_,27.26
_09710_,27.24
_09858_,27.22
cpuregs\[11\]\[1\],27.22
_02927_,27.18
_06642_,27.18
_12919_,27.16
count_cycle\[11\],27.16
_13360_,27.15
_04600_,27.14
cpuregs\[17\]\[22\],27.14
_05168_,27.1
_13640_,27.1
_02941_,27.09
_02144_,27.08
_08704_,27.08
_12940_,27.08
_14776_,27.08
_04311_,27.06
_00609_,27.055
_11601_,27.04
_12243_,27.04
_08243_,27.02
_08725_,27.02
_09557_,27.02
_11680_,27.02
_06908_,27
_12454_,27
_05317_,26.98
cpuregs\[15\]\[0\],26.98
_03479_,26.96
_14774_,26.96
_00850_,26.945
_12568_,26.94
_13106_,26.94
net347,26.94
_01979_,26.92
_13296_,26.92
_01528_,26.91
_04194_,26.9
_08412_,26.9
_10461_,26.9
_12952_,26.9
_02603_,26.88
_05419_,26.88
_08063_,26.88
_10108_,26.88
_11061_,26.88
_12945_,26.88
instr_sll,26.88
_03127_,26.86
_02898_,26.84
_05466_,26.84
reg_out\[28\],26.82
_01711_,26.8
_12728_,26.8
alu_add_sub\[27\],26.8
_03988_,26.78
cpuregs\[10\]\[20\],26.78
_09715_,26.77
_03033_,26.74
_07529_,26.74
_11586_,26.74
_02022_,26.72
_13547_,26.72
_13919_,26.72
_12832_,26.715
_02086_,26.7
_12398_,26.7
_10588_,26.68
_12230_,26.68
_14983_,26.68
_08146_,26.66
count_instr\[6\],26.66
_04406_,26.65
_02739_,26.64
_03203_,26.64
_08247_,26.64
_09042_,26.64
_10133_,26.64
_13848_,26.64
_14785_,26.64
_02024_,26.62
_02132_,26.62
_05520_,26.62
_12292_,26.62
_14311_,26.62
_14950_,26.6
cpuregs\[17\]\[1\],26.6
_02378_,26.58
cpuregs\[19\]\[10\],26.58
_03229_,26.56
_05060_,26.56
_06924_,26.56
_11904_,26.56
_03874_,26.54
_12508_,26.54
alu_out\[2\],26.54
net117,26.52
_03855_,26.51
_01701_,26.5
_03772_,26.5
_03305_,26.49
cpuregs\[5\]\[11\],26.48
_14953_,26.44
_04013_,26.42
_13578_,26.42
_12990_,26.4
_14700_,26.375
_02610_,26.36
_04283_,26.36
_12337_,26.36
_13075_,26.36
clknet_leaf_0_clk,26.36
_11702_,26.34
_12357_,26.34
_13639_,26.34
_09704_,26.32
_13701_,26.32
_01640_,26.3
_03293_,26.3
_04505_,26.3
_14568_,26.3
_01614_,26.285
_14855_,26.28
_01913_,26.26
_02723_,26.26
_05204_,26.26
_14984_,26.26
_02632_,26.24
_11740_,26.24
_13624_,26.24
_13672_,26.24
cpuregs\[0\]\[21\],26.24
cpuregs\[8\]\[13\],26.24
_01962_,26.22
_07814_,26.22
_11058_,26.22
_01911_,26.2
_01976_,26.2
_13309_,26.2
_02488_,26.18
_03386_,26.18
_04914_,26.18
cpuregs\[15\]\[5\],26.18
_08393_,26.16
_09533_,26.16
_12672_,26.16
_12932_,26.16
_13715_,26.16
_03117_,26.155
_03039_,26.14
_07142_,26.14
_14763_,26.13
_03684_,26.12
_03663_,26.1
_08137_,26.1
_10333_,26.1
_13098_,26.1
count_instr\[37\],26.1
_08240_,26.08
_03166_,26.07
_03168_,26.06
_12188_,26.06
_13131_,26.06
_13732_,26.06
alu_shl\[25\],26.045
_03755_,26.04
_11813_,26.03
_12744_,26.02
_04743_,26
_08658_,25.98
_12547_,25.98
_14580_,25.98
_01628_,25.94
_04124_,25.94
cpuregs\[8\]\[17\],25.94
genblk1.pcpi_mul.rd\[28\],25.935
_03037_,25.93
_12082_,25.92
cpuregs\[15\]\[10\],25.92
_03094_,25.9
_03480_,25.9
clknet_leaf_240_clk,25.88
_03626_,25.86
_03759_,25.86
_04077_,25.86
net595,25.86
_04708_,25.855
_10820_,25.855
alu_shr\[27\],25.84
_01980_,25.82
_04896_,25.82
_10077_,25.82
_14284_,25.82
_14401_,25.82
_03449_,25.8
_10633_,25.8
_07060_,25.795
_02268_,25.78
_03067_,25.78
_12835_,25.78
_12371_,25.76
_04510_,25.74
_04698_,25.74
_13524_,25.74
do_waitirq,25.74
_09884_,25.72
_00077_,25.7
_08362_,25.7
_13130_,25.7
_11689_,25.69
_04701_,25.68
_12197_,25.68
_14137_,25.68
net1371,25.68
_07290_,25.66
_03132_,25.64
_03880_,25.64
_04835_,25.64
_05182_,25.64
_09219_,25.64
_14460_,25.61
_07143_,25.6
_11089_,25.58
_03302_,25.56
_08729_,25.56
_02949_,25.54
_12000_,25.54
_08871_,25.52
_14276_,25.52
_04559_,25.5
_10543_,25.5
_11321_,25.5
_12928_,25.5
_14842_,25.5
net538,25.5
_11188_,25.48
_13771_,25.48
_05068_,25.46
_07550_,25.46
_14421_,25.44
_15004_,25.44
_07919_,25.43
_14517_,25.42
_08206_,25.4
_09825_,25.4
_14032_,25.4
_01531_,25.38
irq[20],25.37
cpuregs\[5\]\[19\],25.36
_03540_,25.34
_08371_,25.34
cpuregs\[15\]\[6\],25.34
net384,25.34
_02892_,25.32
_06490_,25.32
_12447_,25.32
_14461_,25.32
_02409_,25.3
_03734_,25.3
_03777_,25.3
_09559_,25.3
_09869_,25.3
_09898_,25.3
_12863_,25.3
_01680_,25.27
_13795_,25.26
_03078_,25.24
_04436_,25.24
_04654_,25.24
_12144_,25.24
_15018_,25.24
_14408_,25.22
_14572_,25.22
_07013_,25.2
_13376_,25.2
count_cycle\[8\],25.185
_13730_,25.18
_14787_,25.18
_14940_,25.18
_14649_,25.16
cpuregs\[13\]\[24\],25.16
_02085_,25.15
_02104_,25.15
_03457_,25.14
_10119_,25.14
_13423_,25.14
_13966_,25.14
_14063_,25.1
_04438_,25.08
_13232_,25.08
_05127_,25.06
_10956_,25.06
_11998_,25.06
cpuregs\[5\]\[25\],25.06
_10315_,25.04
_10438_,25.02
_11315_,25.02
count_cycle\[10\],25
cpuregs\[8\]\[28\],25
_02202_,24.98
_04290_,24.98
_05493_,24.98
_12509_,24.98
_02883_,24.96
_03806_,24.96
_08173_,24.96
count_cycle\[20\],24.96
_00071_,24.94
_01665_,24.92
_02017_,24.92
_05505_,24.92
_06480_,24.92
cpuregs\[8\]\[0\],24.92
_14319_,24.91
_10204_,24.9
_13636_,24.9
_02395_,24.88
_02527_,24.88
_07277_,24.88
_12675_,24.88
_14237_,24.88
_13410_,24.86
_00597_,24.84
_11832_,24.84
_14107_,24.84
_14194_,24.84
_00057_,24.82
_03425_,24.82
_05478_,24.82
_13477_,24.82
_06589_,24.81
_02212_,24.8
_03005_,24.8
_03667_,24.8
_04185_,24.8
_07794_,24.8
_02619_,24.78
_03870_,24.78
_08967_,24.78
_11172_,24.76
_05010_,24.74
_05406_,24.74
_08773_,24.725
_01841_,24.72
_04981_,24.72
_13267_,24.72
_14102_,24.72
_14703_,24.72
_13275_,24.71
_02860_,24.7
_08945_,24.695
_01745_,24.68
_02532_,24.68
_06841_,24.68
_08798_,24.68
_14130_,24.68
cpuregs\[15\]\[3\],24.68
_05070_,24.64
_09568_,24.64
_14140_,24.64
cpuregs\[17\]\[10\],24.64
genblk1.pcpi_mul.rs2\[12\],24.62
_07099_,24.615
_07775_,24.615
_03261_,24.6
count_cycle\[17\],24.6
_06508_,24.58
_14335_,24.58
_00014_,24.565
_02857_,24.56
_03458_,24.56
_13006_,24.56
net380,24.56
_09958_,24.53
_01932_,24.52
count_instr\[8\],24.52
net351,24.52
count_instr\[45\],24.5
_10364_,24.48
_11339_,24.48
_12944_,24.48
_06828_,24.46
_09760_,24.46
cpuregs\[15\]\[30\],24.46
cpuregs\[8\]\[23\],24.46
_02025_,24.45
_09612_,24.44
_02330_,24.42
_07289_,24.42
_08168_,24.42
_14017_,24.42
alu_add_sub\[28\],24.42
_04772_,24.4
_08246_,24.4
_04983_,24.38
_05147_,24.38
_05468_,24.38
_07798_,24.38
_13390_,24.38
clknet_leaf_209_clk,24.38
_11533_,24.36
_15036_,24.36
_01775_,24.34
_10350_,24.32
_00610_,24.3
_06076_,24.28
_12132_,24.28
_12993_,24.28
_01654_,24.26
_04997_,24.26
_12375_,24.26
_14395_,24.24
_01573_,24.22
_04860_,24.22
_09970_,24.22
_12625_,24.22
_13407_,24.22
_09191_,24.2
_11288_,24.2
_13370_,24.2
net1349,24.2
_05075_,24.18
_12497_,24.18
_04712_,24.175
_07857_,24.14
_10829_,24.14
cpuregs\[17\]\[28\],24.14
_10699_,24.12
_04496_,24.1
mem_la_addr[11],24.1
_13204_,24.095
_08254_,24.08
_01914_,24.06
_08811_,24.06
_13859_,24.06
cpuregs\[5\]\[5\],24.06
net342,24.06
_01720_,24.04
_03901_,24.04
_11604_,24.03
irq_delay,24.02
_00006_,24.005
_07236_,24
_11519_,24
cpuregs\[13\]\[3\],24
cpuregs\[9\]\[31\],23.98
_01306_,23.965
_02150_,23.96
_14500_,23.96
_13899_,23.94
_14079_,23.94
_14679_,23.94
_07661_,23.92
_10658_,23.92
_13605_,23.9
_14669_,23.9
mem_rdata_q\[31\],23.9
_01896_,23.88
_05408_,23.88
_10197_,23.88
_14553_,23.88
clknet_leaf_40_clk,23.88
_14817_,23.86
_00854_,23.845
_01634_,23.84
_02001_,23.84
_04819_,23.84
_09236_,23.84
_13647_,23.84
_14895_,23.84
_04287_,23.82
_05151_,23.82
_07949_,23.82
_02546_,23.81
_06356_,23.8
_12025_,23.8
_08969_,23.795
_03737_,23.78
_11555_,23.78
net344,23.77
_03113_,23.76
_13727_,23.76
_13794_,23.76
cpuregs\[13\]\[1\],23.76
_04824_,23.72
_12877_,23.72
alu_out\[1\],23.68
cpuregs\[9\]\[10\],23.68
net465,23.68
_01846_,23.64
_02744_,23.64
_03952_,23.64
_13145_,23.64
_04020_,23.63
_12440_,23.62
_02862_,23.6
_07243_,23.6
_07945_,23.6
_13227_,23.6
cpuregs\[10\]\[24\],23.6
_02848_,23.58
_05088_,23.58
_09256_,23.58
_14617_,23.58
_01855_,23.56
_06415_,23.54
_13615_,23.54
cpuregs\[1\]\[13\],23.52
_07044_,23.515
_14082_,23.5
_13685_,23.49
_11394_,23.48
_11443_,23.48
_04296_,23.47
_12813_,23.46
_13955_,23.46
clknet_leaf_19_clk,23.46
_09860_,23.44
_04218_,23.42
_06829_,23.42
_07370_,23.42
_10517_,23.42
_14416_,23.42
_13163_,23.4
_00104_,23.385
_03006_,23.38
_06976_,23.38
_09912_,23.38
_11001_,23.38
_11201_,23.38
_13166_,23.38
count_instr\[0\],23.38
_04395_,23.375
_00031_,23.36
net508,23.36
_06995_,23.34
_10122_,23.34
mem_do_wdata,23.34
_01807_,23.32
_03986_,23.32
_09793_,23.32
_10300_,23.32
genblk1.pcpi_mul.rd\[30\],23.32
_13234_,23.315
_02656_,23.3
_10869_,23.3
_14339_,23.3
_13362_,23.28
_08983_,23.26
_10147_,23.26
_10891_,23.26
_12377_,23.26
_14716_,23.26
_02497_,23.22
_02812_,23.22
_07817_,23.22
_08947_,23.215
net536,23.195
_04003_,23.18
_12809_,23.18
cpuregs\[17\]\[21\],23.18
cpuregs\[7\]\[24\],23.18
_10281_,23.16
_04228_,23.14
_12419_,23.14
_13630_,23.14
_07935_,23.1
_14581_,23.095
_00855_,23.085
_02431_,23.08
_02476_,23.08
_04564_,23.08
_06869_,23.08
cpuregs\[8\]\[11\],23.08
_12738_,23.07
_01676_,23.06
_02771_,23.06
_08015_,23.06
_03481_,23.05
_08163_,23.02
_14186_,23.02
_10456_,23.015
_15058_,23.005
_11622_,23
_14492_,23
_13722_,22.98
instr_lhu,22.98
_02590_,22.96
_04176_,22.96
_08926_,22.96
_10617_,22.96
_12878_,22.96
net462,22.96
_02699_,22.94
_01738_,22.92
_04801_,22.92
clknet_leaf_228_clk,22.92
_11402_,22.915
_14667_,22.91
_07473_,22.9
_09930_,22.9
_01790_,22.895
_02327_,22.88
_02719_,22.88
_02829_,22.88
_05391_,22.88
_09188_,22.88
_07617_,22.86
_13782_,22.86
_14206_,22.86
_07176_,22.84
_11951_,22.84
_13421_,22.84
_11910_,22.82
cpuregs\[7\]\[19\],22.82
_09372_,22.78
_13233_,22.78
_11626_,22.775
_02379_,22.76
_04309_,22.76
_07834_,22.76
_09599_,22.76
_12621_,22.76
cpuregs\[2\]\[17\],22.76
_03964_,22.75
_13071_,22.75
_08339_,22.74
_13067_,22.74
_13681_,22.74
_04619_,22.72
_07786_,22.72
_11469_,22.72
_11756_,22.72
_14009_,22.72
cpuregs\[6\]\[17\],22.72
net1263,22.72
_14681_,22.715
_05100_,22.7
_08786_,22.7
_04750_,22.68
_05154_,22.68
_09994_,22.68
_10039_,22.68
_13119_,22.68
_13539_,22.68
alu_shr\[26\],22.68
cpuregs\[0\]\[19\],22.68
_01814_,22.67
_04191_,22.66
_05447_,22.66
cpuregs\[12\]\[0\],22.66
_03346_,22.64
_13688_,22.63
_03359_,22.62
_03863_,22.62
_08882_,22.62
_10201_,22.62
_14106_,22.62
_14254_,22.62
_02757_,22.6
_02776_,22.6
_13124_,22.6
_13717_,22.6
cpuregs\[15\]\[7\],22.6
net1264,22.585
_01891_,22.58
_08287_,22.58
_13440_,22.58
cpuregs\[8\]\[14\],22.58
_03478_,22.56
cpuregs\[7\]\[3\],22.56
_01939_,22.54
_07394_,22.54
